"User_id","Embeddings"
1688,"[2.1738672 0.        0.        0.        2.1048431 1.2169226 0.
 1.1650633 2.0724072 2.2674987 1.774234  0.        0.        0.
 0.        0.        1.1646847 2.0905917 2.3328633 2.1158988 2.5946097
 2.2911012 1.7494966 2.5677567 1.9288357 1.9109703 1.1188221 0.
 2.1529143 1.7519948 2.2909143 1.2977703]"
1734,"[1.130852   0.         0.         0.         2.2730215  0.80540746
 0.         2.0214646  2.528487   2.0400436  1.0195615  0.
 0.         0.         0.         0.         2.71799    1.754019
 1.0056568  3.7226534  0.69049215 3.2783682  2.7834997  2.650028
 2.1125515  3.249917   1.320109   0.         0.66262823 2.285592
 0.83018154 0.7036379 ]"
1778,"[2.7674167  0.         0.         0.         1.9990189  1.6880429
 0.         1.6961832  0.22608136 1.8671155  1.6153092  0.
 0.         0.         0.         0.         0.94350314 2.5973468
 1.0419891  1.753522   0.9328131  1.579731   2.072476   3.1738026
 1.2200394  1.325366   2.2367473  0.         3.1717877  0.7862058
 1.8342474  1.3501779 ]"
1805,"[1.7444402  0.         0.         0.         2.1282647  0.6107968
 0.         1.3083628  0.7579779  1.4667342  1.0872695  0.
 0.         0.         0.         0.         0.98074704 1.3613273
 3.0314476  1.2012025  1.6839038  0.83512515 2.4214382  3.3057897
 1.1244571  2.2476206  1.9359379  0.         2.2868912  1.1980685
 1.2063556  1.9140965 ]"
1812,"[3.998838  0.        0.        0.        1.4893819 1.3653381 0.
 1.408608  1.9808248 1.4292208 1.5940993 0.        0.        0.
 0.        0.        0.        1.7108101 2.4547317 3.9453142 2.4858317
 3.0656855 2.3318954 2.7659652 2.288274  2.355999  1.4436196 0.
 1.7662114 2.4498432 1.5355498 2.760252 ]"
1871,"[2.9398313  0.         0.         0.         2.0815659  0.76888484
 0.         1.2850733  1.4499079  1.402951   0.65717775 0.
 0.         0.         0.         0.         1.2779187  1.2032311
 2.2400916  2.6684299  1.4094518  0.         0.40727493 1.1906222
 1.2425128  2.4040122  3.2037206  0.         2.7098508  2.7524416
 1.742426   0.68475616]"
1882,"[1.5669999  0.         0.         0.         0.854592   0.
 0.         0.9864668  0.323987   1.9785211  1.814523   0.
 0.         0.         0.         0.         0.38630387 2.1826954
 1.2670791  1.0834148  0.374416   1.595086   1.9121685  2.0953846
 1.813679   0.6731105  1.7563343  0.         0.08707109 3.4367673
 1.0863488  0.8286094 ]"
1909,"[1.6570381  0.         0.         0.         0.08128049 0.86879575
 0.         1.3612491  2.9124367  2.2493072  2.0046926  0.
 0.         0.         0.         0.         1.4943668  2.348869
 2.4438472  2.6733992  1.8880868  1.4883231  2.3349252  2.49923
 1.3737466  0.95256126 1.1206446  0.         1.9329188  1.6899772
 1.5203128  1.1969012 ]"
1934,"[1.8868303 0.        0.        0.        1.8743149 2.3836124 0.
 2.3956997 0.9047096 2.5921345 2.4648426 0.        0.        0.
 0.        0.        2.2075431 2.9516418 1.4293014 1.8256402 1.7111422
 2.1797764 2.5386882 1.881783  1.4678726 2.2829962 2.3846436 0.
 2.4186375 1.2042311 2.3489435 0.6890055]"
1953,"[2.57282    0.         0.         0.         2.3206694  4.121431
 0.         1.1597793  0.8148512  1.6908422  0.37896147 0.
 0.         0.         0.         0.         1.3154308  2.4364738
 0.24550177 2.4401164  0.22872332 0.83544385 3.5315356  2.27942
 0.9382599  1.6578144  1.695073   0.         2.0446362  2.175623
 0.8446835  2.1802163 ]"
1954,"[1.1586912  0.         0.         0.         1.6845897  2.6668131
 0.         1.551758   1.742453   2.4759176  0.7449254  0.
 0.         0.         0.         0.         1.6774912  1.7885611
 1.2109656  5.0520573  2.424453   1.8152711  1.2367799  1.2438388
 0.93713665 1.1926674  0.4182259  0.         0.74088275 1.2301441
 1.8976256  0.68651694]"
1962,"[1.994227  0.        0.        0.        1.9816628 2.377495  0.
 1.9686648 3.4901774 2.9394658 2.5202494 0.        0.        0.
 0.        0.        1.6640176 2.498285  1.6935993 1.911502  2.240844
 2.6581273 1.5545435 1.3344793 1.1032438 1.7878494 0.9089353 0.
 1.3437012 2.1597521 1.6551467 2.809088 ]"
1982,"[1.8120309  0.         0.         0.         1.7210587  1.2554089
 0.         0.57184637 1.9302386  0.5801445  2.1435885  0.
 0.         0.         0.         0.         1.4577205  1.3257347
 1.8886861  2.596554   1.7065398  1.6967099  1.6337726  2.4051647
 1.403669   1.2150034  3.2345796  0.         1.6233194  0.90423274
 1.3615485  2.1462343 ]"
2025,"[1.4372293  0.         0.         0.         1.13644    1.9447165
 0.         0.62928575 2.6661031  1.2702851  2.864306   0.
 0.         0.         0.         0.         1.7835119  1.4240167
 1.96951    1.494403   0.38144737 2.705529   1.236256   1.6800185
 2.4808686  1.9006462  0.9230379  0.         1.2501329  3.1638575
 3.4615192  1.3547837 ]"
2034,"[3.207112  0.        0.        0.        1.0012537 1.9799103 0.
 2.4578054 1.0998172 1.5202374 1.4802244 0.        0.        0.
 0.        0.        1.0060371 1.1760064 2.571929  1.6547332 3.0161872
 2.1424632 1.2814745 2.1701734 1.8315903 2.3291605 0.6653458 0.
 1.4496038 2.4194272 1.0868979 1.7714819]"
2036,"[1.6656622  0.         0.         0.         0.92753166 1.5371152
 0.         1.8031876  0.10773357 0.6953931  1.4548764  0.
 0.         0.         0.         0.         1.8680351  2.3241146
 1.8959525  3.9549162  1.936739   0.         2.3577654  1.3417294
 1.0065676  2.108216   1.167258   0.         0.7901189  1.6014996
 0.7230099  1.4539744 ]"
2070,"[1.9900508  0.         0.         0.         2.301212   2.0896719
 0.         0.5564564  1.9854103  1.1923815  1.5912781  0.
 0.         0.         0.         0.         1.6305118  3.0311406
 1.5536861  2.1375668  2.02338    1.9273937  2.0538142  1.6931993
 1.6464354  0.52981585 2.5486794  0.         1.6524694  1.3745867
 1.821895   2.127267  ]"
2078,"[1.5343696  0.         0.         0.         2.1857576  0.46145004
 0.         0.41874588 2.1272202  1.2765027  2.4581032  0.
 0.         0.         0.         0.         1.2329116  1.8860613
 1.4128764  2.7738805  2.2081811  1.222745   2.4484413  0.9694292
 1.871667   1.0489012  0.5016409  0.         1.94568    1.7478576
 2.5848625  0.40038967]"
2095,"[2.0770762  0.         0.         0.         2.5434198  2.4605117
 0.         1.8180354  1.8401252  2.873116   1.7469823  0.
 0.         0.         0.         0.         2.348001   1.8484477
 2.6214988  1.6717583  2.2937994  1.7640718  1.6022384  1.610624
 1.4076332  2.4561946  2.5606782  0.         0.66250557 2.592398
 1.099388   1.9918361 ]"
2102,"[1.821699   0.         0.         0.         2.338079   0.7400642
 0.         0.58501667 0.70892715 0.43465388 1.6270964  0.
 0.         0.         0.         0.         1.3505378  1.0495775
 1.4829221  1.7047932  0.7494418  2.264501   2.4789639  0.
 0.7829     0.9747816  0.8690125  0.         1.8089358  1.7159615
 1.0881894  1.8588188 ]"
2121,"[2.6307242  0.         0.         0.         2.0170197  0.
 0.         0.97310114 1.4453741  0.9612633  1.6606717  0.
 0.         0.         0.         0.         1.6161994  0.3260462
 0.7240826  2.5017858  1.163398   1.4382946  2.7496283  3.3987532
 1.2196617  3.0295887  1.2305943  0.         1.8324635  2.3792143
 1.2295778  1.1399629 ]"
2142,"[2.0052164  0.         0.         0.         1.270888   0.96005416
 0.         2.8201194  1.1225616  1.3314039  0.34687808 0.
 0.         0.         0.         0.         1.7786853  2.56967
 1.256541   0.80333906 0.92402154 1.3163058  2.0826356  1.5803286
 1.6462581  2.044409   1.1184204  0.         0.8838121  1.1439537
 0.49276674 1.8025216 ]"
2146,"[2.1674845  0.         0.         0.         0.9134575  2.003978
 0.         1.5733378  1.2360696  3.2447217  3.020913   0.
 0.         0.         0.         0.         2.995498   0.46214384
 1.5721767  1.2658385  2.3675911  2.5093799  2.8813152  1.2548676
 2.8156326  0.16893879 1.6015275  0.         2.0816915  1.3937392
 2.220232   1.6500522 ]"
2179,"[1.5521517  0.         0.         0.         1.2958715  1.4065708
 0.         1.8775302  1.7037059  2.5571575  1.3940692  0.
 0.         0.         0.         0.         0.81055135 2.9051874
 0.8599594  0.7145121  1.6894921  1.9564329  2.1197355  1.4436656
 1.4783846  1.5267495  2.0406137  0.         0.78048384 2.6264508
 2.2800229  1.9460651 ]"
2190,"[2.3413298  0.         0.         0.         1.7872396  1.4359176
 0.         0.66712606 1.3469298  1.3125415  3.363244   0.
 0.         0.         0.         0.         0.90152806 1.4153432
 2.655437   3.1701536  0.45298788 1.3106966  1.9750975  2.3834298
 1.4265584  0.39026764 0.16046369 0.         1.5139362  2.4192505
 1.0133369  1.105158  ]"
2219,"[0.         0.         0.         0.         1.9461262  2.3528543
 0.         0.6112611  0.7800901  1.9188799  1.6064241  0.
 0.         0.         0.         0.         1.5523295  1.3174132
 0.71488047 1.6088063  2.8037221  2.2196429  2.2431912  1.0664462
 2.1134405  1.0208905  2.9039226  0.         2.3753934  1.6246479
 2.2657032  1.8019934 ]"
2222,"[2.9503627  0.         0.         0.         2.3842084  3.3348114
 0.         2.1041813  1.3761196  2.0505571  2.607874   0.
 0.         0.         0.         0.         4.0320086  0.74678445
 2.514733   1.4260705  2.257841   1.0354384  1.5047817  1.4852798
 1.8133901  1.651883   2.065865   0.         1.956135   2.404237
 1.6238812  1.7334772 ]"
2229,"[1.4604428  0.         0.         0.         1.9149644  1.9673276
 0.         2.704889   0.9946546  1.2578433  0.8044028  0.
 0.         0.         0.         0.         1.4520618  0.95399916
 2.0523217  2.2742944  2.2522016  1.4088899  0.945563   1.9651513
 2.119087   0.68463147 2.3157392  0.         2.0597086  1.5943537
 2.4562418  1.8939129 ]"
2252,"[1.831013   0.         0.         0.         2.118108   2.7302547
 0.         2.3714888  1.7610584  0.09601735 1.0392905  0.
 0.         0.         0.         0.         0.970522   1.1352338
 2.0603242  1.9367453  2.680631   1.7740948  2.0816715  0.99879104
 2.040673   1.7975856  1.7553498  0.         1.7166927  0.7679954
 1.0181845  1.7421433 ]"
2269,"[0.0521133  0.         0.         0.         0.43516716 2.6292713
 0.         2.434154   0.26192167 2.5405302  2.1302001  0.
 0.         0.         0.         0.         1.9203151  1.4829377
 1.1163745  1.180984   3.0031633  1.4109101  2.180024   1.8089818
 0.9472162  0.7813746  2.34304    0.         1.6657594  3.1787493
 2.2746634  2.1029446 ]"
2294,"[1.1288401  0.         0.         0.         0.96955824 1.9347404
 0.         1.8406193  1.2246062  2.2201426  2.0122595  0.
 0.         0.         0.         0.         1.545723   3.144877
 1.569589   1.6588929  1.4823359  1.871023   1.9505769  1.9942511
 0.3553596  0.40182075 0.6618389  0.         1.2037289  2.139159
 2.005342   1.383493  ]"
2347,"[1.4901578  0.         0.         0.         0.06789221 1.546548
 0.         1.7872945  1.2717556  2.447507   2.4103594  0.
 0.         0.         0.         0.         1.7897161  3.1197093
 2.2059014  0.88832957 3.0470865  2.9518306  2.839255   0.93573993
 2.3658698  1.0905765  1.8072354  0.         1.3858927  2.0242808
 3.5847683  2.0602326 ]"
2377,"[2.64416    0.         0.         0.         1.3817469  0.96867746
 0.         0.48487997 1.6351395  0.7942212  0.79939806 0.
 0.         0.         0.         0.         1.6356876  1.7268478
 2.041565   1.6291898  1.2386669  1.5728971  1.0349076  2.0822704
 0.95648396 1.2328541  1.3531399  0.         1.2303166  0.9154174
 1.8128046  1.4616926 ]"
2386,"[2.203039  0.        0.        0.        1.3899653 0.5368576 0.
 2.4496021 1.313936  0.        1.2550805 0.        0.        0.
 0.        0.        1.057739  2.105804  0.430625  1.1683044 3.920057
 1.7653362 2.4782517 2.1926348 1.44629   2.1382232 1.7572997 0.
 3.8990514 1.971161  2.0858047 1.8103637]"
2390,"[1.1881934  0.         0.         0.         0.84540397 2.23973
 0.         1.1674651  2.16121    2.1975417  2.1652076  0.
 0.         0.         0.         0.         1.759872   1.1794928
 1.8179742  0.1241847  1.2968025  2.370972   1.4921726  1.0692736
 1.2247291  0.60266    0.33978608 0.         0.5632578  1.537924
 2.1194603  3.3068213 ]"
2416,"[1.4556437  0.         0.         0.0125045  1.6039404  1.3170598
 0.         1.0286766  1.889931   1.6850302  1.8109117  0.
 0.         0.         0.         0.         2.8074255  1.4713103
 1.5695161  1.4214728  0.79628366 2.2831442  1.8475164  1.4216448
 1.391363   1.9739256  1.9773445  0.         1.9388047  1.6479259
 1.2500144  2.7623358 ]"
2421,"[1.3294321  0.         0.         0.         0.5238558  0.33863306
 0.         2.8174145  1.1800004  1.8817279  0.84741753 0.
 0.         0.         0.         0.         0.11207716 0.
 1.9084294  2.5282178  2.6331773  1.7862092  2.1413152  2.3358781
 2.6829147  2.067629   1.49642    0.         2.9848633  1.2776382
 1.2123628  0.8716513 ]"
2428,"[1.4931166  0.         0.         0.         1.443089   1.3559527
 0.         1.4264098  0.8574609  2.3635952  2.1216733  0.
 0.         0.         0.         0.         1.0181717  1.5967242
 0.84615237 2.5854647  0.         1.8000419  1.0982176  0.6497405
 1.1282864  2.0458796  1.0277629  0.         0.6376187  1.9173524
 1.3257276  1.0883843 ]"
2434,"[2.1927142 0.        0.        0.        1.5015515 2.662581  0.
 2.6240735 0.9971394 1.7379302 3.5079553 0.        0.        0.
 0.        0.        1.6005816 2.0687027 2.0992548 3.6054385 2.4153721
 2.4845462 1.9148024 2.4449735 1.814     1.4278917 1.3705286 0.
 1.1640962 2.6950927 1.3503342 1.5783293]"
2438,"[2.6214159  0.         0.         0.         0.         2.4286814
 0.         1.7284795  2.6159182  1.3761537  2.0477269  0.
 0.         0.         0.         0.         2.3222106  1.4440182
 2.7364812  1.9026068  2.068004   1.941929   0.00948917 0.97792864
 0.6052772  1.6054894  1.0242538  0.         1.255375   1.931053
 3.0909839  1.109475  ]"
2439,"[1.0570349  0.         0.         0.         0.32997394 1.704301
 0.         1.1123418  2.404034   1.9317008  1.415945   0.
 0.         0.         0.         0.         0.15709133 3.1645305
 1.3523926  2.0487099  0.95509535 2.1426637  1.7130406  2.241921
 1.0537332  2.455602   1.6308872  0.         2.4967592  1.42953
 1.9479177  0.63516206]"
2449,"[1.3032937 0.        0.        0.        2.685602  2.0263453 0.
 2.6023467 0.9036784 1.1357334 1.6816978 0.        0.        0.
 0.        0.        1.0122911 3.3619928 1.6286163 0.8060219 1.8715676
 1.1630799 2.1217923 1.8225197 1.6690891 2.802645  1.8534015 0.
 1.9525311 1.663812  2.0319843 1.3351215]"
2523,"[2.407424   0.         0.         0.         2.1757238  1.5389996
 0.         1.3525949  0.98343736 1.2513783  1.7929595  0.
 0.         0.         0.         0.         0.5149649  2.0529046
 2.2787912  1.539303   2.140006   2.1949089  1.8734719  2.2114546
 1.7981652  1.4668818  2.0869     0.         1.9679393  1.7421777
 1.1782414  1.8032062 ]"
2524,"[2.167731  0.        0.        0.        1.3236349 2.0948339 0.
 1.5098987 1.9169691 2.3469434 1.6736546 0.        0.        0.
 0.        0.        1.471505  2.438902  2.2216387 2.6886625 0.815574
 1.7850822 2.4440165 3.1686797 2.6709828 2.8691664 1.0966828 0.
 1.7771027 1.6353278 1.4761842 2.399546 ]"
2561,"[2.0229647  0.         0.         0.         0.85779184 2.824929
 0.         1.6442381  3.14984    2.4094248  2.2876134  0.
 0.         0.         0.         0.         0.43250442 1.860245
 1.1532764  0.83173686 0.68958604 2.147642   3.1667187  1.1704632
 0.90315974 1.8056322  1.9394897  0.         2.4997833  1.643873
 1.0461687  2.7130592 ]"
2572,"[2.386535  0.        0.        0.        0.5609726 1.9535449 0.
 1.2983836 2.6001446 2.7491763 2.2327726 0.        0.        0.
 0.        0.        1.2151874 2.8470612 2.2991924 2.9324558 1.9942952
 2.0622706 1.3439051 1.7269443 1.2314339 1.7032609 1.8548416 0.
 1.3187779 1.1461339 2.2411034 2.6045432]"
2576,"[1.7110656  0.         0.         0.         0.9323389  1.2013744
 0.         1.20629    0.76978165 1.146856   2.3175354  0.
 0.         0.         0.         0.         1.8804902  1.1407028
 0.5170547  1.1950027  1.6215931  2.2561984  0.8039558  1.1193306
 0.5078592  0.55016893 1.4395498  0.         0.18289265 1.4890565
 0.28367126 1.649305  ]"
2577,"[1.4021885  0.         0.         0.         2.2709928  3.308438
 0.         1.9164183  1.4311001  2.255326   1.3906002  0.
 0.         0.         0.         0.         2.9513202  1.0811284
 2.7504394  1.4699837  2.660401   2.8905344  2.9052966  0.20381513
 0.         1.3708129  1.8642955  0.         1.1710726  1.4739176
 1.3744729  2.1976368 ]"
2579,"[2.1978023  0.         0.         0.         0.         0.903099
 0.         0.25376177 1.8121818  2.2551558  1.0336874  0.
 0.         0.         0.         0.         0.7221061  1.7174455
 1.258362   1.9153154  0.         1.1845877  0.8516354  1.0636281
 1.1060289  1.4668825  0.6763214  0.         1.7539282  0.3673076
 1.9970416  1.3934939 ]"
